filename,mean_ndvi,date,time,datetime
26_08_16_37_ndvi.png,0.3059,2025-08-26,16:37,2025-08-26 16:37
26_08_16_40_ndvi.png,0.3458,2025-08-26,16:40,2025-08-26 16:40
26_08_16_45_ndvi.png,0.2312,2025-08-26,16:45,2025-08-26 16:45
26_08_16_50_ndvi.png,0.3196,2025-08-26,16:50,2025-08-26 16:50
26_08_16_55_ndvi.png,0.2554,2025-08-26,16:55,2025-08-26 16:55
26_08_17_00_ndvi.png,0.2537,2025-08-26,17:00,2025-08-26 17:00
26_08_17_05_ndvi.png,0.3292,2025-08-26,17:05,2025-08-26 17:05
26_08_17_10_ndvi.png,0.2398,2025-08-26,17:10,2025-08-26 17:10
26_08_17_15_ndvi.png,0.1554,2025-08-26,17:15,2025-08-26 17:15
26_08_17_20_ndvi.png,0.2387,2025-08-26,17:20,2025-08-26 17:20
26_08_17_25_ndvi.png,0.2109,2025-08-26,17:25,2025-08-26 17:25
26_08_17_30_ndvi.png,0.1432,2025-08-26,17:30,2025-08-26 17:30
26_08_17_35_ndvi.png,0.0659,2025-08-26,17:35,2025-08-26 17:35
26_08_17_40_ndvi.png,0.1569,2025-08-26,17:40,2025-08-26 17:40
26_08_17_45_ndvi.png,0.0890,2025-08-26,17:45,2025-08-26 17:45
26_08_17_50_ndvi.png,0.0217,2025-08-26,17:50,2025-08-26 17:50
26_08_17_55_ndvi.png,0.0117,2025-08-26,17:55,2025-08-26 17:55
26_08_18_00_ndvi.png,0.0884,2025-08-26,18:00,2025-08-26 18:00
26_08_18_05_ndvi.png,0.1526,2025-08-26,18:05,2025-08-26 18:05
26_08_18_10_ndvi.png,0.1272,2025-08-26,18:10,2025-08-26 18:10
26_08_18_15_ndvi.png,0.0110,2025-08-26,18:15,2025-08-26 18:15
26_08_18_20_ndvi.png,0.0039,2025-08-26,18:20,2025-08-26 18:20
26_08_18_25_ndvi.png,-0.0119,2025-08-26,18:25,2025-08-26 18:25
26_08_18_30_ndvi.png,-0.0378,2025-08-26,18:30,2025-08-26 18:30
26_08_18_35_ndvi.png,0.0720,2025-08-26,18:35,2025-08-26 18:35
26_08_18_40_ndvi.png,-0.0150,2025-08-26,18:40,2025-08-26 18:40
26_08_18_45_ndvi.png,0.0132,2025-08-26,18:45,2025-08-26 18:45
26_08_18_50_ndvi.png,-0.0422,2025-08-26,18:50,2025-08-26 18:50
26_08_18_55_ndvi.png,0.3924,2025-08-26,18:55,2025-08-26 18:55
26_08_19_00_ndvi.png,0.1349,2025-08-26,19:00,2025-08-26 19:00
26_08_19_05_ndvi.png,0.1000,2025-08-26,19:05,2025-08-26 19:05
26_08_19_10_ndvi.png,0.0907,2025-08-26,19:10,2025-08-26 19:10
26_08_19_15_ndvi.png,0.2494,2025-08-26,19:15,2025-08-26 19:15
26_08_19_20_ndvi.png,0.3049,2025-08-26,19:20,2025-08-26 19:20
26_08_19_25_ndvi.png,-0.0762,2025-08-26,19:25,2025-08-26 19:25
26_08_19_30_ndvi.png,-0.3008,2025-08-26,19:30,2025-08-26 19:30
26_08_19_35_ndvi.png,-0.4516,2025-08-26,19:35,2025-08-26 19:35
26_08_19_40_ndvi.png,-0.3092,2025-08-26,19:40,2025-08-26 19:40
26_08_19_45_ndvi.png,-0.5569,2025-08-26,19:45,2025-08-26 19:45
26_08_19_50_ndvi.png,-0.4394,2025-08-26,19:50,2025-08-26 19:50
26_08_19_55_ndvi.png,-0.1885,2025-08-26,19:55,2025-08-26 19:55
26_08_20_00_ndvi.png,-0.5918,2025-08-26,20:00,2025-08-26 20:00
26_08_20_06_ndvi.png,-0.1667,2025-08-26,20:06,2025-08-26 20:06
26_08_20_11_ndvi.png,-0.4397,2025-08-26,20:11,2025-08-26 20:11
26_08_20_16_ndvi.png,-0.9409,2025-08-26,20:16,2025-08-26 20:16
26_08_20_21_ndvi.png,-0.5388,2025-08-26,20:21,2025-08-26 20:21
26_08_20_26_ndvi.png,-0.2042,2025-08-26,20:26,2025-08-26 20:26
26_08_20_31_ndvi.png,-1.0000,2025-08-26,20:31,2025-08-26 20:31
26_08_20_36_ndvi.png,-1.0000,2025-08-26,20:36,2025-08-26 20:36
26_08_20_41_ndvi.png,-1.0000,2025-08-26,20:41,2025-08-26 20:41
26_08_20_46_ndvi.png,-1.0000,2025-08-26,20:46,2025-08-26 20:46
26_08_20_51_ndvi.png,-1.0000,2025-08-26,20:51,2025-08-26 20:51
26_08_20_56_ndvi.png,-1.0000,2025-08-26,20:56,2025-08-26 20:56
26_08_21_01_ndvi.png,-1.0000,2025-08-26,21:01,2025-08-26 21:01
26_08_21_06_ndvi.png,-1.0000,2025-08-26,21:06,2025-08-26 21:06
26_08_21_11_ndvi.png,-1.0000,2025-08-26,21:11,2025-08-26 21:11
26_08_21_16_ndvi.png,-1.0000,2025-08-26,21:16,2025-08-26 21:16
26_08_21_21_ndvi.png,-1.0000,2025-08-26,21:21,2025-08-26 21:21
26_08_21_26_ndvi.png,-1.0000,2025-08-26,21:26,2025-08-26 21:26
26_08_21_31_ndvi.png,-1.0000,2025-08-26,21:31,2025-08-26 21:31
26_08_21_36_ndvi.png,-1.0000,2025-08-26,21:36,2025-08-26 21:36
26_08_21_41_ndvi.png,-1.0000,2025-08-26,21:41,2025-08-26 21:41
26_08_21_46_ndvi.png,-1.0000,2025-08-26,21:46,2025-08-26 21:46
26_08_21_51_ndvi.png,-1.0000,2025-08-26,21:51,2025-08-26 21:51
26_08_21_56_ndvi.png,-1.0000,2025-08-26,21:56,2025-08-26 21:56
27_08_06_32_ndvi.png,-0.7108,2025-08-27,06:32,2025-08-27 06:32
27_08_06_37_ndvi.png,-0.3959,2025-08-27,06:37,2025-08-27 06:37
27_08_06_42_ndvi.png,-0.5404,2025-08-27,06:42,2025-08-27 06:42
27_08_06_47_ndvi.png,-0.2611,2025-08-27,06:47,2025-08-27 06:47
27_08_06_52_ndvi.png,-0.3700,2025-08-27,06:52,2025-08-27 06:52
27_08_06_57_ndvi.png,0.1949,2025-08-27,06:57,2025-08-27 06:57
27_08_07_02_ndvi.png,0.3144,2025-08-27,07:02,2025-08-27 07:02
27_08_07_07_ndvi.png,0.0873,2025-08-27,07:07,2025-08-27 07:07
27_08_07_12_ndvi.png,-0.1432,2025-08-27,07:12,2025-08-27 07:12
27_08_07_17_ndvi.png,-0.3942,2025-08-27,07:17,2025-08-27 07:17
27_08_07_22_ndvi.png,0.0128,2025-08-27,07:22,2025-08-27 07:22
27_08_07_27_ndvi.png,0.6017,2025-08-27,07:27,2025-08-27 07:27
27_08_07_32_ndvi.png,0.2689,2025-08-27,07:32,2025-08-27 07:32
27_08_07_37_ndvi.png,-0.0073,2025-08-27,07:37,2025-08-27 07:37
27_08_07_42_ndvi.png,0.2771,2025-08-27,07:42,2025-08-27 07:42
27_08_07_47_ndvi.png,0.2118,2025-08-27,07:47,2025-08-27 07:47
27_08_07_53_ndvi.png,0.1389,2025-08-27,07:53,2025-08-27 07:53
27_08_07_58_ndvi.png,0.2975,2025-08-27,07:58,2025-08-27 07:58
27_08_08_03_ndvi.png,0.3922,2025-08-27,08:03,2025-08-27 08:03
27_08_08_08_ndvi.png,0.3658,2025-08-27,08:08,2025-08-27 08:08
27_08_08_13_ndvi.png,0.3438,2025-08-27,08:13,2025-08-27 08:13
27_08_08_18_ndvi.png,0.2471,2025-08-27,08:18,2025-08-27 08:18
27_08_08_23_ndvi.png,0.3390,2025-08-27,08:23,2025-08-27 08:23
27_08_08_28_ndvi.png,0.2960,2025-08-27,08:28,2025-08-27 08:28
27_08_08_33_ndvi.png,0.2421,2025-08-27,08:33,2025-08-27 08:33
27_08_08_38_ndvi.png,0.3414,2025-08-27,08:38,2025-08-27 08:38
27_08_08_43_ndvi.png,0.1783,2025-08-27,08:43,2025-08-27 08:43
27_08_08_48_ndvi.png,0.3322,2025-08-27,08:48,2025-08-27 08:48
27_08_08_53_ndvi.png,0.3879,2025-08-27,08:53,2025-08-27 08:53
27_08_08_58_ndvi.png,0.4078,2025-08-27,08:58,2025-08-27 08:58
27_08_09_03_ndvi.png,0.3807,2025-08-27,09:03,2025-08-27 09:03
27_08_09_08_ndvi.png,0.3289,2025-08-27,09:08,2025-08-27 09:08
27_08_09_13_ndvi.png,0.3921,2025-08-27,09:13,2025-08-27 09:13
27_08_09_18_ndvi.png,0.4040,2025-08-27,09:18,2025-08-27 09:18
27_08_09_23_ndvi.png,0.3275,2025-08-27,09:23,2025-08-27 09:23
27_08_09_28_ndvi.png,0.2330,2025-08-27,09:28,2025-08-27 09:28
27_08_09_33_ndvi.png,0.3849,2025-08-27,09:33,2025-08-27 09:33
27_08_09_38_ndvi.png,0.3352,2025-08-27,09:38,2025-08-27 09:38
27_08_09_43_ndvi.png,0.3445,2025-08-27,09:43,2025-08-27 09:43
27_08_09_48_ndvi.png,0.3310,2025-08-27,09:48,2025-08-27 09:48
27_08_09_53_ndvi.png,0.3267,2025-08-27,09:53,2025-08-27 09:53
27_08_09_58_ndvi.png,0.4069,2025-08-27,09:58,2025-08-27 09:58
27_08_10_03_ndvi.png,0.3667,2025-08-27,10:03,2025-08-27 10:03
27_08_10_08_ndvi.png,0.4364,2025-08-27,10:08,2025-08-27 10:08
27_08_10_13_ndvi.png,0.4317,2025-08-27,10:13,2025-08-27 10:13
27_08_10_18_ndvi.png,0.1292,2025-08-27,10:18,2025-08-27 10:18
27_08_10_23_ndvi.png,0.0685,2025-08-27,10:23,2025-08-27 10:23
27_08_10_28_ndvi.png,0.0826,2025-08-27,10:28,2025-08-27 10:28
27_08_10_33_ndvi.png,0.1632,2025-08-27,10:33,2025-08-27 10:33
27_08_10_38_ndvi.png,0.0959,2025-08-27,10:38,2025-08-27 10:38
27_08_10_43_ndvi.png,0.0679,2025-08-27,10:43,2025-08-27 10:43
27_08_10_48_ndvi.png,0.0152,2025-08-27,10:48,2025-08-27 10:48
27_08_10_53_ndvi.png,0.1747,2025-08-27,10:53,2025-08-27 10:53
27_08_10_58_ndvi.png,0.1496,2025-08-27,10:58,2025-08-27 10:58
27_08_11_03_ndvi.png,0.1048,2025-08-27,11:03,2025-08-27 11:03
27_08_11_08_ndvi.png,0.0645,2025-08-27,11:08,2025-08-27 11:08
27_08_11_13_ndvi.png,0.0052,2025-08-27,11:13,2025-08-27 11:13
27_08_11_18_ndvi.png,-0.0651,2025-08-27,11:18,2025-08-27 11:18
27_08_11_23_ndvi.png,-0.0629,2025-08-27,11:23,2025-08-27 11:23
27_08_11_28_ndvi.png,0.0262,2025-08-27,11:28,2025-08-27 11:28
27_08_11_33_ndvi.png,-0.0108,2025-08-27,11:33,2025-08-27 11:33
27_08_11_38_ndvi.png,0.0190,2025-08-27,11:38,2025-08-27 11:38
27_08_11_43_ndvi.png,-0.0718,2025-08-27,11:43,2025-08-27 11:43
27_08_11_48_ndvi.png,0.2565,2025-08-27,11:48,2025-08-27 11:48
27_08_11_53_ndvi.png,-0.0708,2025-08-27,11:53,2025-08-27 11:53
27_08_11_58_ndvi.png,0.0526,2025-08-27,11:58,2025-08-27 11:58
27_08_12_03_ndvi.png,0.0969,2025-08-27,12:03,2025-08-27 12:03
27_08_12_08_ndvi.png,0.2960,2025-08-27,12:08,2025-08-27 12:08
27_08_12_13_ndvi.png,0.3287,2025-08-27,12:13,2025-08-27 12:13
27_08_12_18_ndvi.png,0.2923,2025-08-27,12:18,2025-08-27 12:18
27_08_12_23_ndvi.png,0.3424,2025-08-27,12:23,2025-08-27 12:23
27_08_12_28_ndvi.png,0.4022,2025-08-27,12:28,2025-08-27 12:28
27_08_12_33_ndvi.png,0.3561,2025-08-27,12:33,2025-08-27 12:33
27_08_12_38_ndvi.png,0.3585,2025-08-27,12:38,2025-08-27 12:38
27_08_12_43_ndvi.png,0.3614,2025-08-27,12:43,2025-08-27 12:43
27_08_12_48_ndvi.png,0.3055,2025-08-27,12:48,2025-08-27 12:48
27_08_12_53_ndvi.png,0.3252,2025-08-27,12:53,2025-08-27 12:53
27_08_12_58_ndvi.png,0.2694,2025-08-27,12:58,2025-08-27 12:58
27_08_13_03_ndvi.png,0.0735,2025-08-27,13:03,2025-08-27 13:03
27_08_13_08_ndvi.png,0.1933,2025-08-27,13:08,2025-08-27 13:08
27_08_13_13_ndvi.png,0.1783,2025-08-27,13:13,2025-08-27 13:13
27_08_13_18_ndvi.png,0.2224,2025-08-27,13:18,2025-08-27 13:18
27_08_13_23_ndvi.png,0.3668,2025-08-27,13:23,2025-08-27 13:23
27_08_13_28_ndvi.png,0.2727,2025-08-27,13:28,2025-08-27 13:28
27_08_13_33_ndvi.png,0.3438,2025-08-27,13:33,2025-08-27 13:33
27_08_13_39_ndvi.png,0.2916,2025-08-27,13:39,2025-08-27 13:39
27_08_13_44_ndvi.png,0.3391,2025-08-27,13:44,2025-08-27 13:44
27_08_13_49_ndvi.png,0.4091,2025-08-27,13:49,2025-08-27 13:49
27_08_13_54_ndvi.png,0.0902,2025-08-27,13:54,2025-08-27 13:54
27_08_13_59_ndvi.png,0.1401,2025-08-27,13:59,2025-08-27 13:59
27_08_14_04_ndvi.png,0.3060,2025-08-27,14:04,2025-08-27 14:04
27_08_14_09_ndvi.png,0.2911,2025-08-27,14:09,2025-08-27 14:09
27_08_14_14_ndvi.png,0.3230,2025-08-27,14:14,2025-08-27 14:14
27_08_14_19_ndvi.png,0.3483,2025-08-27,14:19,2025-08-27 14:19
27_08_14_24_ndvi.png,-0.2927,2025-08-27,14:24,2025-08-27 14:24
27_08_14_29_ndvi.png,0.1234,2025-08-27,14:29,2025-08-27 14:29
27_08_14_34_ndvi.png,0.0722,2025-08-27,14:34,2025-08-27 14:34
27_08_14_39_ndvi.png,0.1122,2025-08-27,14:39,2025-08-27 14:39
27_08_14_44_ndvi.png,0.0954,2025-08-27,14:44,2025-08-27 14:44
27_08_14_49_ndvi.png,0.1071,2025-08-27,14:49,2025-08-27 14:49
27_08_14_54_ndvi.png,0.0678,2025-08-27,14:54,2025-08-27 14:54
27_08_14_59_ndvi.png,0.0537,2025-08-27,14:59,2025-08-27 14:59
27_08_15_04_ndvi.png,0.0476,2025-08-27,15:04,2025-08-27 15:04
27_08_15_09_ndvi.png,0.0538,2025-08-27,15:09,2025-08-27 15:09
27_08_15_14_ndvi.png,0.0660,2025-08-27,15:14,2025-08-27 15:14
27_08_15_19_ndvi.png,0.0340,2025-08-27,15:19,2025-08-27 15:19
27_08_15_24_ndvi.png,0.0706,2025-08-27,15:24,2025-08-27 15:24
27_08_15_29_ndvi.png,-0.0208,2025-08-27,15:29,2025-08-27 15:29
27_08_15_34_ndvi.png,0.0483,2025-08-27,15:34,2025-08-27 15:34
27_08_15_39_ndvi.png,0.1499,2025-08-27,15:39,2025-08-27 15:39
27_08_15_44_ndvi.png,0.0952,2025-08-27,15:44,2025-08-27 15:44
27_08_15_49_ndvi.png,0.0985,2025-08-27,15:49,2025-08-27 15:49
27_08_15_54_ndvi.png,0.1550,2025-08-27,15:54,2025-08-27 15:54
